time,node,cpu,ram,disk,latency,throughput,received,outputs
02:31:13,pi5-8,2.6,18.2,36.2,9.5,500.3,22156,4431
02:31:13,pi1-512,100.0,38.5,93.9,13.3,271.4,11960,2392
02:31:13,pi4-1,4.5,61.4,0.9,9.4,499.6,22403,4480
02:31:14,pi5-16,2.8,29.1,5.9,9.7,500.4,22937,4587
02:31:15,pi5-8,2.5,18.2,36.2,9.5,498.3,23154,4630
02:31:15,pi1-512,100.0,38.5,93.9,13.3,270.6,12510,2501
02:31:15,pi4-1,4.4,61.4,0.9,9.4,500.6,23405,4681
02:31:16,pi5-16,16.0,29.0,5.9,9.8,489.9,23917,4783
02:31:17,pi5-8,8.6,18.1,36.2,9.5,496.5,24148,4829
02:31:17,pi1-512,100.0,38.5,93.9,13.4,269.9,13057,2611
02:31:17,pi4-1,5.2,61.4,0.9,9.4,497.5,24401,4880
02:31:18,pi5-16,16.5,28.9,5.9,9.7,499.9,24917,4983
02:31:19,pi5-8,2.6,18.1,36.2,9.5,498.8,25147,5029
02:31:19,pi1-512,100.0,38.5,93.9,13.3,271.0,13603,2720
02:31:19,pi4-1,4.9,61.4,0.9,9.4,500.2,25402,5080
02:31:20,pi5-16,16.3,28.8,5.9,9.7,499.9,25917,5183
02:31:21,pi5-8,13.1,18.2,36.2,9.5,501.9,26152,5230
02:31:21,pi1-512,100.0,38.5,93.9,13.4,271.0,14148,2829
02:31:21,pi4-1,3.9,61.4,0.9,9.4,499.6,26402,5280
02:31:22,pi5-16,16.6,28.7,5.9,9.8,499.9,26917,5383
02:31:23,pi5-8,13.4,18.5,36.2,9.5,498.8,27151,5430
02:31:23,pi1-512,100.0,38.5,93.9,13.4,271.3,14694,2938
02:31:23,pi4-1,3.0,61.4,0.9,9.4,500.1,27403,5480
02:31:24,pi5-16,15.9,28.7,5.9,9.7,499.9,27917,5583
02:31:25,pi5-8,6.4,18.4,36.2,9.5,505.8,28164,5632
02:31:25,pi1-512,100.0,38.5,93.9,13.5,270.0,15242,3048
02:31:25,pi4-1,2.9,61.4,0.9,9.4,500.2,28404,5680
02:31:26,pi5-16,16.1,28.6,5.9,9.7,499.9,28917,5783
02:31:27,pi5-8,8.0,18.3,36.2,9.5,496.8,29159,5831
02:31:27,pi1-512,100.0,38.5,93.9,13.8,263.9,15774,3154
02:31:27,pi4-1,3.0,61.4,0.9,9.4,499.7,29404,5880
02:31:28,pi5-16,16.7,28.6,5.9,9.7,499.9,29917,5983
02:31:29,pi5-8,2.9,18.3,36.2,9.5,502.8,30166,6033
02:31:29,pi1-512,100.0,38.5,93.9,13.5,269.0,16315,3263
02:31:29,pi4-1,2.9,61.4,0.9,9.4,502.6,30410,6082
02:31:30,pi5-16,15.5,28.6,5.9,9.7,499.9,30917,6183
02:31:31,pi5-8,2.5,18.3,36.2,9.5,496.1,31159,6231
02:31:31,pi1-512,100.0,38.5,93.9,13.3,270.9,16860,3371
02:31:31,pi4-1,2.9,61.4,0.9,9.4,498.2,31407,6281
02:31:32,pi5-16,16.0,28.5,5.9,9.7,500.4,31924,6384
02:31:33,pi5-8,24.7,18.1,36.2,9.5,502.7,32166,6433
02:31:33,pi1-512,100.0,38.5,93.9,13.5,269.0,17404,3480
02:31:33,pi4-1,2.8,61.4,0.9,9.4,499.1,32406,6481
02:31:34,pi5-16,16.3,28.5,5.9,9.7,508.2,32935,6587
02:31:35,pi5-8,4.8,18.1,36.2,9.5,499.3,33166,6633
02:31:35,pi1-512,100.0,38.5,93.9,13.5,270.5,17954,3590
02:31:35,pi4-1,3.1,61.4,0.9,9.4,500.6,33408,6681
02:31:36,pi5-16,16.8,28.5,5.9,9.8,494.6,33929,6785
02:31:37,pi5-8,2.5,18.1,36.2,9.5,498.3,34164,6832
02:31:37,pi1-512,100.0,38.5,93.9,13.9,261.0,18479,3695
02:31:37,pi4-1,3.0,61.4,0.9,9.4,499.6,34408,6881
02:31:38,pi5-16,17.0,28.5,5.9,9.6,505.3,34936,6987
02:31:39,pi5-8,8.5,18.2,36.2,9.5,503.9,35173,7034
02:31:39,pi1-512,100.0,38.5,93.9,13.5,269.7,19022,3804
02:31:39,pi4-1,2.9,61.4,0.9,9.4,499.7,35408,7081
02:31:40,pi5-16,17.2,28.5,5.9,9.7,500.4,35937,7187
