time,node,cpu,ram,disk,latency,throughput,received,outputs
02:35:53,pi5-8,15.5,18.2,36.2,4.7,998.0,12091,2418
02:35:53,pi1-512,100.0,38.3,93.9,13.8,264.5,3195,639
02:35:53,pi4-1,5.7,61.4,0.9,4.6,994.8,12727,2545
02:35:54,pi5-16,18.8,29.0,5.9,4.8,1001.3,13669,2733
02:35:55,pi5-8,5.7,18.2,36.2,4.7,994.6,14083,2816
02:35:55,pi1-512,100.0,38.3,93.9,13.6,265.5,3729,745
02:35:55,pi4-1,5.7,61.4,0.9,4.6,999.3,14727,2945
02:35:56,pi5-16,18.6,29.0,5.9,4.8,994.8,15659,3131
02:35:57,pi5-8,9.6,18.2,36.2,4.6,1001.9,16089,3217
02:35:57,pi1-512,100.0,38.3,93.9,13.8,263.8,4260,851
02:35:57,pi4-1,6.1,61.4,0.9,4.6,1003.9,16739,3347
02:35:58,pi5-16,16.9,29.0,5.9,4.8,999.7,17659,3531
02:35:59,pi5-8,11.1,18.3,36.2,4.7,997.6,18087,3617
02:35:59,pi1-512,100.0,38.3,93.9,13.7,264.5,4798,959
02:35:59,pi4-1,6.6,61.4,0.9,4.6,996.6,18731,3746
02:36:00,pi5-16,11.2,29.0,5.9,4.8,1003.8,19667,3933
02:36:01,pi5-8,5.4,18.3,36.2,4.7,1002.3,20095,4018
02:36:01,pi1-512,100.0,38.3,93.9,13.6,265.0,5331,1066
02:36:01,pi4-1,5.7,61.4,0.9,4.6,998.4,20729,4145
02:36:02,pi5-16,4.4,29.0,5.9,4.8,997.3,21662,4332
02:36:03,pi5-8,26.2,18.3,36.2,4.7,999.5,22096,4419
02:36:03,pi1-512,100.0,38.3,93.9,13.8,265.0,5864,1172
02:36:03,pi4-1,6.0,61.4,0.9,4.6,1002.8,22736,4547
02:36:04,pi5-16,4.5,29.0,5.9,4.8,999.8,23662,4732
02:36:05,pi5-8,4.9,18.3,36.2,4.7,997.1,24093,4818
02:36:05,pi1-512,100.0,38.3,93.9,13.7,264.8,6397,1279
02:36:05,pi4-1,6.5,61.4,0.9,4.6,998.3,24734,4946
02:36:06,pi5-16,4.6,29.0,5.9,4.8,997.3,25657,5131
02:36:07,pi5-8,5.2,18.3,36.2,4.7,1003.1,26102,5220
02:36:07,pi1-512,100.0,38.3,93.9,14.3,253.3,6912,1382
02:36:07,pi4-1,6.0,61.4,0.9,4.6,1003.8,26744,5348
02:36:08,pi5-16,3.9,29.0,5.9,4.8,1002.3,27662,5532
02:36:09,pi5-8,11.8,18.2,36.2,4.7,998.6,28102,5620
02:36:09,pi1-512,100.0,38.3,93.9,13.7,265.1,7446,1489
02:36:09,pi4-1,7.0,61.4,0.9,4.6,997.8,28741,5748
02:36:10,pi5-16,4.1,29.0,5.9,4.8,999.8,29662,5932
02:36:11,pi5-8,6.1,18.2,36.2,4.7,996.7,30101,6020
02:36:11,pi1-512,100.0,38.3,93.9,14.2,256.4,7962,1592
02:36:11,pi4-1,6.4,61.4,0.9,4.6,999.3,30741,6148
02:36:12,pi5-16,3.9,29.0,5.9,4.8,1000.8,31664,6332
02:36:13,pi5-8,9.8,18.2,36.2,4.7,1006.6,32114,6422
02:36:13,pi1-512,100.0,38.3,93.9,13.7,265.1,8495,1698
02:36:13,pi4-1,6.6,61.4,0.9,4.6,998.6,32750,6549
02:36:14,pi5-16,4.2,29.0,5.9,4.8,999.3,33663,6732
02:36:15,pi5-8,23.5,18.1,36.2,4.7,994.5,34109,6821
02:36:15,pi1-512,100.0,38.3,93.9,13.6,264.9,9034,1806
02:36:15,pi4-1,6.2,61.4,0.9,4.6,996.9,34745,6948
02:36:16,pi5-16,6.3,29.0,5.9,4.8,1002.7,35669,7133
02:36:17,pi5-8,6.8,18.1,36.2,4.6,1004.5,36119,7223
02:36:17,pi1-512,100.0,38.3,93.9,13.7,264.4,9566,1913
02:36:17,pi4-1,6.2,61.4,0.9,4.6,999.8,36750,7350
02:36:18,pi5-16,3.9,29.0,5.9,4.8,998.7,37667,7533
02:36:19,pi5-8,12.2,18.1,36.2,4.7,995.1,38112,7622
02:36:19,pi1-512,100.0,38.3,93.9,13.7,265.4,10100,2019
02:36:19,pi4-1,6.4,61.4,0.9,4.6,1004.0,38760,7751
02:36:20,pi5-16,5.0,29.0,5.9,4.8,995.8,39659,7931
02:36:21,pi5-8,6.7,18.1,36.2,4.7,998.6,40112,8022
02:36:21,pi1-512,100.0,38.3,93.9,13.7,264.5,10635,2127
02:36:21,pi4-1,6.1,61.4,0.9,4.6,999.3,40760,8151
02:36:22,pi5-16,17.6,29.0,5.9,4.8,1003.8,41667,8333
02:36:23,pi5-8,6.7,18.1,36.2,4.7,1002.3,42119,8423
02:36:23,pi1-512,100.0,38.3,93.9,13.7,264.7,11173,2234
02:36:23,pi4-1,6.0,61.4,0.9,4.6,995.7,42749,8549
02:36:24,pi5-16,13.3,29.0,5.9,4.8,997.3,43662,8732
02:36:25,pi5-8,25.1,18.0,36.2,4.7,999.4,44126,8825
02:36:25,pi1-512,100.0,38.3,93.9,13.6,265.6,11710,2341
02:36:25,pi4-1,5.9,61.4,0.9,4.6,1001.3,44753,8950
02:36:26,pi5-16,15.5,29.0,5.9,4.8,999.3,45661,9132
02:36:27,pi5-8,10.8,18.1,36.2,4.6,1001.1,46126,9225
02:36:27,pi1-512,100.0,38.3,93.9,13.7,265.4,12251,2450
02:36:27,pi4-1,6.1,61.4,0.9,4.5,997.7,46761,9352
02:36:28,pi5-16,16.1,29.0,5.9,4.8,998.3,47658,9531
02:36:29,pi5-8,5.8,18.1,36.2,4.7,1001.9,48132,9626
02:36:29,pi1-512,100.0,38.3,93.9,13.7,265.6,12785,2557
02:36:29,pi4-1,5.7,61.4,0.9,4.6,999.8,48753,9750
02:36:30,pi5-16,15.6,29.0,5.9,4.8,1000.3,49659,9931
02:36:31,pi5-8,10.7,18.2,36.2,4.7,994.8,50124,10024
02:36:31,pi1-512,100.0,38.3,93.9,13.6,264.6,13318,2663
02:36:31,pi4-1,5.8,61.4,0.9,4.6,1003.9,50762,10152
02:36:32,pi5-16,5.7,29.0,5.9,4.8,1001.8,51663,10332
02:36:33,pi5-8,5.3,18.2,36.2,4.6,1003.1,52132,10426
02:36:33,pi1-512,100.0,38.3,93.9,13.7,265.2,13851,2770
