time,node,cpu,ram,disk,latency,throughput,received,outputs
02:21:44,pi5-8,6.6,18.2,36.2,42.8,116.8,1408,281
02:21:44,pi1-512,47.5,38.1,93.9,36.5,115.1,1443,288
02:21:44,pi5-16,23.2,28.5,5.9,43.3,115.0,1467,293
02:21:44,pi4-1,0.1,61.2,0.9,41.4,115.4,1472,294
02:21:46,pi5-8,1.0,18.2,36.2,43.1,115.3,1639,327
02:21:46,pi1-512,48.4,38.1,93.9,35.6,116.3,1677,335
02:21:46,pi5-16,22.9,28.5,5.9,43.2,116.0,1698,339
02:21:46,pi4-1,0.1,61.2,0.9,41.6,115.9,1704,340
02:21:48,pi5-8,20.2,18.3,36.2,40.7,115.8,1871,374
02:21:48,pi1-512,48.4,38.1,93.9,36.0,115.9,1911,382
02:21:48,pi5-16,25.5,28.5,5.9,43.2,115.0,1928,385
02:21:48,pi4-1,0.4,61.2,0.9,40.7,113.4,1931,386
02:21:50,pi5-8,7.3,18.1,36.2,43.3,115.9,2103,420
02:21:50,pi1-512,47.0,38.1,93.9,36.7,114.3,2141,428
02:21:50,pi5-16,25.2,28.4,5.9,43.0,115.5,2159,431
02:21:50,pi4-1,0.4,61.2,0.9,41.9,116.4,2164,432
02:21:52,pi5-8,1.2,18.1,36.2,42.4,117.4,2339,467
02:21:52,pi1-512,48.1,38.1,93.9,34.9,116.9,2380,475
02:21:52,pi5-16,5.2,28.5,5.9,41.8,119.0,2397,479
02:21:52,pi4-1,0.4,61.2,0.9,40.1,119.4,2403,480
02:21:54,pi5-8,7.0,18.1,36.2,41.8,116.8,2572,514
02:21:54,pi1-512,46.6,38.1,93.9,35.9,118.4,2616,523
02:21:54,pi5-16,20.8,28.3,5.9,43.3,116.0,2629,525
02:21:54,pi4-1,0.4,61.2,0.9,41.6,114.9,2633,526
02:21:56,pi5-8,1.1,18.1,36.2,43.1,115.3,2803,560
02:21:56,pi1-512,49.2,38.1,93.9,36.5,115.0,2850,570
02:21:56,pi5-16,24.3,28.3,5.9,40.4,116.0,2861,572
02:21:56,pi4-1,0.5,61.2,0.9,42.2,115.4,2864,572
02:21:58,pi5-8,8.1,18.2,36.2,41.3,114.8,3033,606
02:21:58,pi1-512,47.8,38.1,93.9,35.5,115.3,3081,616
02:21:58,pi5-16,23.6,28.3,5.9,43.2,115.5,3092,618
02:21:58,pi4-1,0.1,61.2,0.9,41.8,117.4,3099,619
02:22:00,pi5-8,15.4,18.3,36.2,42.9,117.4,3268,653
02:22:00,pi1-512,48.9,38.1,93.9,36.0,115.8,3318,663
02:22:00,pi5-16,23.8,28.3,5.9,43.2,115.5,3323,664
02:22:00,pi4-1,0.4,61.2,0.9,41.0,114.4,3328,665
02:22:02,pi5-8,1.3,18.2,36.2,43.1,115.3,3499,699
02:22:02,pi1-512,51.6,38.1,93.9,36.3,116.2,3550,710
02:22:02,pi5-16,24.6,28.3,5.9,40.7,116.5,3556,711
02:22:02,pi4-1,0.3,61.2,0.9,41.1,116.4,3561,712
02:22:04,pi5-8,2.3,18.2,36.2,40.5,115.9,3731,746
02:22:04,pi1-512,50.0,38.1,93.9,35.2,118.4,3788,757
02:22:04,pi5-16,5.1,28.3,5.9,42.5,118.0,3792,758
02:22:04,pi4-1,0.8,61.2,0.9,41.0,118.4,3798,759
02:22:06,pi5-8,5.6,18.1,36.2,41.2,117.3,3966,793
02:22:06,pi1-512,52.7,38.1,93.9,35.4,115.9,4021,804
02:22:06,pi5-16,21.0,28.3,5.9,42.9,115.5,4023,804
02:22:06,pi4-1,0.3,61.2,0.9,40.8,116.4,4031,806
02:22:08,pi5-8,1.5,18.1,36.2,43.5,116.3,4199,839
02:22:08,pi5-16,23.6,28.3,5.9,40.6,114.5,4255,851
02:22:08,pi1-512,47.5,38.1,93.9,36.3,115.8,4255,851
02:22:08,pi4-1,0.3,61.2,0.9,42.5,115.4,4263,852
02:22:10,pi5-8,22.6,18.3,36.2,41.3,113.9,4427,885
02:22:10,pi5-16,24.5,28.3,5.9,43.2,117.5,4487,897
02:22:10,pi1-512,48.9,38.1,93.9,36.3,114.9,4486,897
02:22:10,pi4-1,0.4,61.2,0.9,41.2,114.9,4492,898
02:22:12,pi5-8,1.3,18.3,36.2,43.1,117.8,4663,932
02:22:12,pi5-16,23.4,28.3,5.9,43.4,115.5,4718,943
02:22:12,pi1-512,48.6,38.1,93.9,35.8,116.5,4720,944
02:22:12,pi4-1,0.5,61.2,0.9,41.7,116.4,4725,945
02:22:14,pi5-8,1.0,18.3,36.2,43.3,115.3,4894,978
02:22:14,pi5-16,24.4,28.3,5.9,43.3,115.5,4949,989
02:22:14,pi1-512,46.4,38.1,93.9,36.2,114.9,4951,990
02:22:14,pi4-1,0.3,61.2,0.9,42.0,115.9,4957,991
02:22:16,pi5-8,6.6,18.2,36.2,41.2,116.8,5128,1025
02:22:16,pi5-16,6.3,28.3,5.9,40.1,118.5,5186,1037
02:22:16,pi1-512,50.0,38.1,93.9,35.5,118.9,5190,1037
02:22:16,pi4-1,0.6,61.2,0.9,40.9,118.4,5194,1038
02:22:18,pi5-8,1.1,18.1,36.2,40.8,116.3,5361,1072
02:22:18,pi5-16,21.5,28.3,5.9,43.1,115.5,5417,1083
02:22:18,pi4-1,0.3,61.2,0.9,41.0,115.9,5426,1085
02:22:18,pi1-512,47.5,38.1,93.9,35.2,114.2,5424,1084
02:22:20,pi5-8,4.6,18.1,36.2,43.2,116.3,5594,1118
02:22:20,pi5-16,23.2,28.3,5.9,42.9,115.5,5648,1129
02:22:20,pi4-1,0.4,61.2,0.9,41.3,115.4,5657,1131
02:22:20,pi1-512,49.5,38.1,93.9,35.7,118.7,5661,1132
02:22:22,pi5-8,23.1,18.3,36.2,42.3,116.8,5828,1165
02:22:22,pi5-16,24.1,28.2,5.9,42.6,117.0,5882,1176
02:22:22,pi4-1,0.8,61.2,0.9,41.8,115.9,5889,1177
02:22:23,pi1-512,47.8,38.1,93.9,35.9,116.5,5896,1179
02:22:24,pi5-8,1.2,18.3,36.2,40.8,116.3,6061,1212
02:22:24,pi5-16,23.3,28.3,5.9,41.6,117.5,6117,1223
02:22:24,pi4-1,0.5,61.2,0.9,40.8,118.4,6126,1225
02:22:25,pi1-512,48.9,38.1,93.9,35.7,116.8,6133,1226
02:22:26,pi5-8,7.0,18.1,36.2,43.0,116.3,6294,1258
02:22:26,pi5-16,23.8,28.2,5.9,43.0,116.0,6349,1269
02:22:26,pi4-1,0.5,61.2,0.9,41.7,116.4,6359,1271
02:22:27,pi1-512,47.8,38.1,93.9,35.7,116.6,6368,1273
02:22:28,pi5-8,1.2,18.1,36.2,42.2,117.3,6529,1305
02:22:28,pi5-16,4.3,28.2,5.9,42.1,119.5,6588,1317
02:22:28,pi4-1,0.3,61.2,0.9,40.8,116.9,6593,1318
02:22:29,pi1-512,48.9,38.1,93.9,34.9,118.3,6606,1321
02:22:30,pi5-8,1.0,18.1,36.2,42.4,117.3,6764,1352
02:22:30,pi5-16,21.4,28.2,5.9,42.9,115.5,6819,1363
02:22:30,pi4-1,0.5,61.2,0.9,41.4,117.4,6828,1365
02:22:31,pi1-512,47.0,38.1,93.9,35.6,114.4,6836,1367
02:22:32,pi5-8,17.7,18.4,36.2,41.8,115.9,6996,1399
02:22:32,pi5-16,23.1,28.3,5.9,41.0,116.0,7051,1410
02:22:32,pi4-1,0.4,61.2,0.9,40.8,116.4,7061,1412
02:22:33,pi1-512,51.1,38.1,93.9,36.1,116.9,7071,1414
