time,node,cpu,ram,disk,latency,throughput,received,outputs
02:46:27,pi5-16,2.2,28.9,5.9,152.0,127.0,4735,236
02:46:27,pi5-8,0.9,18.3,36.2,152.0,125.3,4792,239
02:46:28,pi1-512,50.8,38.2,93.9,152.4,124.8,4808,240
02:46:28,pi4-1,0.1,61.6,0.9,152.0,125.4,4852,242
02:46:29,pi5-16,3.2,28.9,5.9,152.6,123.0,4981,249
02:46:29,pi5-8,1.0,18.3,36.2,152.0,124.3,5041,252
02:46:30,pi1-512,50.5,38.2,93.9,152.1,124.9,5059,252
02:46:30,pi4-1,0.1,61.6,0.9,152.1,124.4,5101,255
02:46:31,pi5-16,2.0,29.0,5.9,152.0,127.0,5235,261
02:46:31,pi5-8,6.3,18.1,36.2,152.1,125.9,5293,264
02:46:32,pi1-512,50.5,38.2,93.9,152.4,125.3,5311,265
02:46:32,pi4-1,0.3,61.6,0.9,152.0,125.4,5352,267
02:46:33,pi5-16,2.2,29.0,5.9,152.6,123.0,5481,274
02:46:33,pi5-8,22.0,18.2,36.2,152.1,123.8,5541,277
02:46:34,pi1-512,50.5,38.2,93.9,152.2,124.8,5563,278
02:46:34,pi4-1,0.1,61.6,0.9,152.0,124.4,5601,280
02:46:35,pi5-16,2.3,29.0,5.9,152.0,127.0,5735,286
02:46:35,pi5-8,6.5,18.3,36.2,152.1,125.8,5793,289
02:46:36,pi1-512,50.5,38.2,93.9,152.2,124.9,5814,290
02:46:36,pi4-1,0.3,61.6,0.9,152.0,125.9,5853,292
02:46:37,pi5-16,2.2,29.0,5.9,152.6,123.0,5981,299
02:46:37,pi5-8,1.0,18.3,36.2,152.1,123.8,6041,302
02:46:38,pi1-512,51.5,38.2,93.9,152.1,125.3,6066,303
02:46:38,pi4-1,0.3,61.6,0.9,152.0,123.9,6101,305
02:46:39,pi5-16,2.4,29.0,5.9,152.0,127.0,6235,311
02:46:39,pi5-8,0.9,18.3,36.2,152.1,126.3,6294,314
02:46:40,pi1-512,49.7,38.2,93.9,152.1,124.8,6318,315
02:46:40,pi4-1,0.1,61.6,0.9,152.0,125.9,6353,317
02:46:41,pi5-16,2.4,29.0,5.9,152.6,123.0,6481,324
02:46:41,pi5-8,6.3,18.2,36.2,152.2,123.4,6541,327
02:46:42,pi1-512,51.0,38.2,93.9,152.4,124.8,6569,328
02:46:42,pi4-1,0.3,61.6,0.9,154.0,124.9,6603,330
02:46:43,pi5-16,2.2,29.0,5.9,152.0,127.0,6735,336
02:46:43,pi5-8,8.7,18.2,36.2,152.0,126.4,6794,339
02:46:44,pi1-512,50.8,38.2,93.9,152.1,124.6,6821,341
02:46:44,pi4-1,0.0,61.6,0.9,150.5,124.9,6853,342
02:46:45,pi5-16,2.0,29.0,5.9,152.6,123.0,6981,349
02:46:45,pi5-8,8.6,18.2,36.2,152.6,123.3,7041,352
02:46:46,pi1-512,54.0,38.2,93.9,151.3,125.8,7076,353
02:46:46,pi4-1,0.4,61.6,0.9,152.2,123.9,7101,355
02:46:47,pi5-16,2.2,29.0,5.9,152.0,127.0,7235,361
02:46:47,pi5-8,6.4,18.1,36.2,152.0,126.8,7295,364
02:46:48,pi1-512,51.0,38.2,93.9,152.1,125.0,7328,366
02:46:48,pi4-1,0.4,61.6,0.9,152.0,126.4,7354,367
02:46:49,pi5-16,2.3,29.0,5.9,152.6,123.0,7481,374
02:46:49,pi5-8,0.8,18.1,36.2,149.7,122.9,7541,377
02:46:50,pi1-512,50.0,38.2,93.9,149.3,124.8,7579,378
02:46:50,pi4-1,0.3,61.6,0.9,149.4,123.4,7601,380
02:46:51,pi5-16,2.2,29.0,5.9,152.0,127.0,7735,386
02:46:51,pi5-8,3.9,18.2,36.2,152.0,127.4,7796,389
02:46:52,pi1-512,51.3,38.2,93.9,152.1,125.2,7831,391
02:46:52,pi4-1,0.8,61.5,0.9,152.0,126.4,7854,392
02:46:53,pi5-16,2.3,29.0,5.9,152.6,123.0,7981,399
02:46:53,pi5-8,2.8,18.2,36.2,152.6,124.8,8046,402
02:46:54,pi1-512,51.3,38.2,93.9,152.1,123.8,8081,404
02:46:54,pi4-1,0.6,61.5,0.9,152.2,123.4,8101,405
02:46:55,pi5-16,2.5,29.0,5.9,152.0,127.0,8235,411
02:46:55,pi5-8,16.8,18.2,36.2,152.1,124.9,8296,414
02:46:56,pi1-512,51.0,38.2,93.9,152.1,126.1,8336,416
02:46:56,pi4-1,1.1,61.5,0.9,152.0,126.9,8355,417
02:46:57,pi5-16,2.3,29.0,5.9,152.7,123.0,8481,424
02:46:57,pi5-8,6.6,18.1,36.2,152.6,125.3,8547,427
02:46:58,pi1-512,51.5,38.2,93.9,152.1,124.8,8588,429
02:46:58,pi4-1,1.0,61.5,0.9,152.6,122.9,8601,430
02:46:59,pi5-16,2.4,29.0,5.9,152.0,127.0,8735,436
02:46:59,pi5-8,0.5,18.1,36.2,152.0,124.8,8797,439
02:47:00,pi1-512,51.3,38.2,93.9,152.1,125.1,8843,442
02:47:00,pi4-1,0.9,61.5,0.9,152.0,126.9,8855,442
02:47:01,pi5-16,2.1,29.0,5.9,152.6,123.0,8981,449
