time,node,cpu,ram,disk,latency,throughput,received,outputs
02:34:09,pi5-8,12.2,18.1,36.2,160.1,25.0,904,180
02:34:09,pi1-512,24.4,38.1,93.9,160.3,24.8,907,181
02:34:10,pi4-1,0.3,61.5,0.9,160.0,25.0,919,183
02:34:11,pi5-16,1.9,28.8,5.9,160.1,25.0,943,188
02:34:11,pi5-8,10.9,18.2,36.2,160.0,25.0,954,190
02:34:11,pi1-512,22.3,38.1,93.9,160.3,25.4,958,191
02:34:12,pi4-1,0.1,61.5,0.9,160.1,25.0,969,193
02:34:13,pi5-16,2.4,28.9,5.9,160.1,25.0,993,198
02:34:13,pi5-8,1.0,18.2,36.2,160.0,25.0,1004,200
02:34:13,pi1-512,21.7,38.1,93.9,160.4,24.9,1008,201
02:34:14,pi4-1,0.1,61.5,0.9,160.1,25.0,1019,203
02:34:15,pi5-16,2.2,28.9,5.9,160.1,25.0,1043,208
02:34:15,pi5-8,6.4,18.3,36.2,160.0,25.0,1054,210
02:34:15,pi1-512,21.6,38.1,93.9,160.3,24.8,1059,211
02:34:16,pi4-1,0.1,61.5,0.9,160.1,25.0,1069,213
02:34:17,pi5-16,3.7,28.9,5.9,160.1,25.0,1093,218
02:34:17,pi5-8,0.7,18.3,36.2,160.1,25.5,1105,221
02:34:17,pi1-512,21.9,38.1,93.9,160.3,25.3,1109,221
02:34:18,pi4-1,0.1,61.5,0.9,160.1,25.0,1120,224
02:34:19,pi5-16,2.1,28.9,5.9,160.0,25.0,1143,228
02:34:19,pi5-8,1.0,18.2,36.2,160.1,25.0,1155,231
02:34:19,pi1-512,21.6,38.1,93.9,160.2,24.8,1159,231
02:34:20,pi4-1,0.3,61.5,0.9,160.1,25.5,1170,234
02:34:21,pi5-16,1.9,28.9,5.9,160.0,25.0,1193,238
02:34:21,pi5-8,20.5,18.3,36.2,160.1,25.0,1205,241
02:34:21,pi1-512,21.9,38.1,93.9,160.4,24.8,1210,242
02:34:22,pi4-1,0.1,61.5,0.9,160.1,25.0,1220,244
02:34:23,pi5-16,2.3,28.8,5.9,160.1,25.0,1243,248
02:34:23,pi5-8,2.6,18.3,36.2,160.1,25.0,1255,251
02:34:23,pi1-512,21.9,38.1,93.9,160.6,25.3,1260,252
02:34:24,pi4-1,0.0,61.5,0.9,160.0,25.0,1270,254
02:34:25,pi5-16,2.1,28.8,5.9,160.2,25.0,1293,258
02:34:25,pi5-8,5.1,18.3,36.2,160.0,25.0,1305,261
02:34:25,pi1-512,21.8,38.1,93.9,160.2,24.8,1310,262
02:34:26,pi4-1,0.4,61.5,0.9,160.3,25.0,1320,264
02:34:27,pi5-16,2.2,28.9,5.9,160.1,25.0,1343,268
02:34:27,pi5-8,5.8,18.2,36.2,160.1,25.0,1355,271
02:34:27,pi1-512,21.9,38.1,93.9,160.2,25.3,1361,272
02:34:28,pi4-1,0.1,61.5,0.9,160.0,25.0,1370,274
02:34:29,pi5-16,2.8,28.9,5.9,160.1,25.0,1393,278
02:34:29,pi5-8,0.7,18.2,36.2,160.1,25.0,1405,281
02:34:29,pi1-512,21.9,38.1,93.9,160.2,24.8,1411,282
02:34:30,pi4-1,0.1,61.5,0.9,160.0,25.0,1420,284
02:34:31,pi5-16,1.9,28.9,5.9,160.1,25.0,1443,288
02:34:31,pi5-8,6.4,18.2,36.2,160.1,25.0,1455,291
02:34:31,pi1-512,21.5,38.1,93.9,160.3,24.8,1461,292
02:34:32,pi4-1,0.1,61.5,0.9,160.0,25.0,1470,294
02:34:33,pi5-16,2.3,28.8,5.9,160.1,25.0,1493,298
02:34:33,pi5-8,17.0,18.1,36.2,160.0,25.0,1505,301
02:34:33,pi1-512,21.6,38.1,93.9,158.2,25.3,1512,302
02:34:34,pi4-1,0.1,61.5,0.9,157.0,25.0,1520,304
02:34:35,pi5-16,2.0,28.8,5.9,160.1,25.0,1543,308
02:34:35,pi5-8,1.2,18.1,36.2,160.1,25.0,1555,311
02:34:35,pi1-512,21.8,38.1,93.9,160.3,24.8,1562,312
02:34:36,pi4-1,0.3,61.5,0.9,160.0,25.0,1570,314
02:34:37,pi5-16,2.1,28.8,5.9,160.1,25.0,1593,318
02:34:37,pi5-8,6.4,18.3,36.2,160.1,25.0,1605,321
02:34:37,pi1-512,21.5,38.1,93.9,160.3,24.8,1613,322
02:34:38,pi4-1,0.4,61.5,0.9,160.1,25.0,1620,324
02:34:39,pi5-16,2.2,28.8,5.9,160.0,25.0,1643,328
02:34:39,pi5-8,1.0,18.3,36.2,160.1,25.0,1655,331
02:34:39,pi1-512,23.9,38.1,93.9,160.8,25.3,1663,332
02:34:40,pi4-1,0.3,61.5,0.9,160.0,25.0,1670,334
02:34:41,pi5-16,2.2,28.8,5.9,160.1,25.0,1693,338
02:34:41,pi5-8,2.6,18.3,36.2,160.0,25.0,1705,341
02:34:41,pi1-512,21.8,38.1,93.9,160.3,24.8,1713,342
02:34:42,pi4-1,0.1,61.5,0.9,160.0,25.0,1720,344
02:34:43,pi5-16,2.5,28.8,5.9,160.1,25.0,1743,348
02:34:43,pi5-8,14.3,18.4,36.2,160.0,25.0,1755,351
02:34:43,pi1-512,21.4,38.1,93.9,160.3,24.9,1763,352
02:34:44,pi4-1,0.1,61.5,0.9,160.0,25.0,1770,354
02:34:45,pi5-16,2.1,28.8,5.9,160.1,25.0,1793,358
