time,node,cpu,ram,disk,latency,throughput,received,outputs
02:48:27,pi5-8,14.6,18.3,36.2,0.0,124.8,6283,6283
02:48:27,pi1-512,99.0,38.8,93.9,0.3,125.2,6332,6332
02:48:27,pi4-1,0.1,61.5,0.9,0.0,124.9,6351,6351
02:48:28,pi5-16,1.2,29.0,5.9,0.0,125.0,6473,6473
02:48:29,pi5-8,0.5,18.3,36.2,0.0,124.8,6533,6533
02:48:29,pi1-512,99.0,38.8,93.9,0.3,125.1,6584,6583
02:48:29,pi4-1,0.3,61.5,0.9,0.0,124.9,6601,6601
02:48:30,pi5-16,0.7,29.0,5.9,0.0,125.0,6723,6723
02:48:31,pi5-8,8.5,18.2,36.2,0.0,125.4,6784,6784
02:48:31,pi1-512,99.0,38.8,93.9,0.3,124.8,6839,6838
02:48:31,pi4-1,0.3,61.5,0.9,0.0,124.9,6851,6851
02:48:32,pi5-16,0.8,29.0,5.9,0.0,125.0,6973,6973
02:48:33,pi5-8,2.4,18.2,36.2,0.0,124.8,7034,7034
02:48:33,pi1-512,98.4,38.8,93.9,0.3,125.1,7090,7090
02:48:33,pi4-1,0.1,61.5,0.9,0.0,124.9,7101,7101
02:48:34,pi5-16,0.8,29.0,5.9,0.0,125.0,7223,7223
02:48:35,pi5-8,8.2,18.2,36.2,0.0,124.8,7284,7284
02:48:35,pi1-512,98.8,38.8,93.9,0.3,125.1,7342,7341
02:48:35,pi4-1,0.1,61.5,0.9,0.0,125.4,7352,7352
02:48:36,pi5-16,0.6,29.0,5.9,0.0,125.0,7473,7473
02:48:37,pi5-8,15.9,18.3,36.2,0.0,124.9,7535,7535
02:48:37,pi1-512,96.6,38.8,93.9,0.3,124.8,7594,7594
02:48:37,pi4-1,0.3,61.5,0.9,0.0,124.9,7602,7602
02:48:38,pi5-16,0.6,29.0,5.9,0.0,125.0,7724,7723
02:48:39,pi5-8,7.6,18.3,36.2,0.0,125.3,7785,7785
02:48:39,pi1-512,98.8,38.8,93.9,0.3,125.1,7848,7848
02:48:39,pi4-1,0.1,61.5,0.9,0.0,124.9,7852,7852
02:48:40,pi5-16,0.5,29.0,5.9,0.0,125.5,7974,7974
02:48:41,pi5-8,6.4,18.0,36.2,0.0,124.8,8035,8035
02:48:41,pi4-1,0.3,61.5,0.9,0.0,124.9,8102,8102
02:48:41,pi1-512,98.2,38.8,93.9,0.3,125.1,8100,8100
02:48:42,pi5-16,0.8,29.0,5.9,0.0,125.0,8224,8224
02:48:43,pi5-8,0.4,18.0,36.2,0.0,125.3,8286,8286
02:48:43,pi4-1,0.1,61.5,0.9,0.0,124.9,8352,8352
02:48:43,pi1-512,98.9,38.8,93.9,0.3,125.1,8352,8351
02:48:44,pi5-16,0.8,29.1,5.9,0.0,125.0,8474,8474
02:48:45,pi5-8,0.5,18.0,36.2,0.0,124.8,8536,8536
02:48:45,pi4-1,0.4,61.5,0.9,0.0,124.9,8602,8602
02:48:45,pi1-512,98.3,38.8,93.9,0.2,124.8,8604,8604
02:48:46,pi5-16,0.6,29.1,5.9,0.0,125.0,8724,8724
02:48:47,pi5-8,6.0,18.2,36.2,0.0,124.8,8786,8786
02:48:47,pi4-1,0.5,61.5,0.9,0.0,125.4,8853,8853
02:48:47,pi1-512,98.9,38.8,93.9,0.2,125.0,8859,8858
02:48:48,pi5-16,0.6,29.1,5.9,0.0,125.0,8974,8974
